,Unnamed: 0,Region,Country,City,Time,Geo,Language1,Language2,Language3,Text
139713,7172131,africa_sub,ke,ahero,2020-09-06,kzbyfw9s124w,swa,swa,lin,culture is culture huwa sipendi siasa yako ya psycophancy but i respect luhya culture bcz peo
146040,7179728,africa_sub,ke,garissa,2020-09-07,kzujqky645kh,swa,swa,lin,link huyo mama ako fine sijui mbona alinipeleka sinaloa
149398,7183817,africa_sub,ke,athi river,2020-09-07,kzdrc843nhkm,eng,swa,lin,top up airtime for telkom airtel and safaricom through mpesa paybill number go to lipa na mpesa paybill
150643,7185417,africa_sub,ke,sagana,2020-09-07,kzfknw8hqu74,swa,swa,lin,na tunausa kaba za gleen na grue ya safali boots
153829,7189387,africa_sub,ke,keroka,2020-09-08,kzbge33uf016,eng,eng,lin,bongo doesn t mean money it s equivalent in lingala is mbongo
154790,7190546,africa_sub,ke,malindi,2020-09-08,kzkt8ykjd1c7,eng,lin,lin,adolphe dominguez blaise bula jb mpiana werrason
158438,7195060,africa_sub,ke,eldama ravine,2020-09-09,sb12kc0568tm,swa,swa,lin,with your current mpesa balance waeza travel hadi wapi
159327,7196089,africa_sub,ke,naivasha,2020-09-09,kzcgvj9cn5xh,swa,swa,lin,you welcom angalia mpesa balance yako mamiie
176096,7216730,africa_sub,ke,maragua,2020-09-11,kzf7scrsv2jd,swa,swa,lin,bahati yako sunday nenda kanisani utoe testimony
180945,7222693,africa_sub,ke,naivasha,2020-09-12,kzcgvj9cn5xh,eng,eng,lin,oichtv confirmed ksh sent to zuku for account on at pm new m pesa bala
183864,7226398,africa_sub,ke,kijabe,2020-09-12,kzf48n54cn44,eng,eng,lin,chocolate a nice book a nice bottle of gin mpesa always mpesa
185659,7228616,africa_sub,ke,thika,2020-09-13,kzf65echcfqw,swa,swa,lin,utatokea na ile booty short yako kutwerk
196560,7241920,africa_sub,ke,keroka,2020-09-14,kzbge33uf016,swa,swa,lin,nanii na uko na like moja na nko sure n yako
199273,7245260,africa_sub,ke,magadi,2020-09-15,kz9v1whewymf,eng,eng,lin,you can teach bimbos chimpanzees and monkeys how to ride
200644,7246933,africa_sub,ke,siaya,2020-09-15,sb02k4yms2b9,eng,eng,lin,i ve blocked all ladies y all men assembly here for this mbona tunakuanga na matako ngumu
206578,7254364,africa_sub,ke,kangema,2020-09-16,kzfk15w73c2y,swa,swa,lin,my pal jabali naye badala atumie sab g kuomoka na connections anamuombanga mia tano ya muguka kaquarter na tools
212339,7261412,africa_sub,ke,athi river,2020-09-17,kzdrc843nhkm,swa,swa,lin,sasa kama porn hub wako na site mbona sio biz yako
216306,7266212,africa_sub,ke,maralal,2020-09-17,sb4n70hpunb5,swa,swa,lin,mbona mnani birdbox is it because my mpesa balance ni ya peasant
224528,7276296,africa_sub,ke,naivasha,2020-09-19,kzcgvj9cn5xh,eng,eng,lin,it is amp pls dnt pull an apollo mboya on us
226712,7278950,africa_sub,ke,machakos,2020-09-19,kzdx25bub2bd,eng,swa,lin,best show east and central africa kitu ni
228452,7281149,africa_sub,ke,kabarnet,2020-09-19,sb16ve02equ0,eng,swa,lin,is mpesa down struggling to top up via mpesa
243764,7299872,africa_sub,ke,maua,2020-09-21,sb4cr4qpqb2p,swa,swa,lin,kimeumana muanze tu campaign na mubakishe kakitu ya
244576,7300950,africa_sub,ke,garissa,2020-09-22,kzujqky645kh,eng,swa,lin,sisi kama law students plus makaumutua you give us good lesson
249651,7307108,africa_sub,ke,butere,2020-09-22,sb090yhuh520,eng,eng,lin,do again but bring in and nzamba kitonga no mp or senator
253940,7312398,africa_sub,ke,molo,2020-09-23,kzcqt4kpxh8e,eng,eng,lin,from bahati molo but now in nakuru nko tuned in salamia my dear chebolongisa anitumie mpe
254829,7313491,africa_sub,ke,taveta,2020-09-23,kz6u9t01t649,swa,lin,lin,tokendeke malembe mokili ya nzambe tembea polepole dunia ya mungu
261527,7321665,africa_sub,ke,limuru,2020-09-24,kzf19zz8ncju,swa,swa,lin,ama akimbizane na don kumpea pesa ya salon
267430,7329101,africa_sub,ke,limuru,2020-09-25,kzf19zz8ncju,eng,lin,lin,bongo hits vol intro teaser mp gb amp mp
267563,7329272,africa_sub,ke,takaungu,2020-09-25,kzk74c3zh2bt,swa,swa,lin,niko ndani ata ya bafuu iko clear moto ebelee ya ezelekaka
269606,7331806,africa_sub,ke,maragua,2020-09-25,kzf7scrsv2jd,swa,swa,lin,mbona unataka followers wengi kuliko balance ya mpesa
272977,7335956,africa_sub,ke,thika,2020-09-26,kzf65echcfqw,eng,eng,lin,dial to enroll to mpesion saving plan and to reedeem bonga points into mpesion savings
278747,7343210,africa_sub,ke,maragua,2020-09-27,kzf7scrsv2jd,swa,swa,lin,mimi nko na pesa but siwezi date dame mrembo
290927,7358383,africa_sub,ke,kikuyu,2020-09-29,kzf0fk7y5r15,eng,eng,lin,location tom mboya street opp beba beba trade center next to posta utaona next generation exhi
310042,7381757,africa_sub,ke,homa bay,2020-10-01,kzbmpcvwpnq7,eng,eng,lin,nairobi the it hub and the commercial capital of eastern amp central africa
344059,7423582,africa_sub,ke,thika,2020-10-06,kzf65echcfqw,eng,eng,lin,know your mpesa spending habits partey arsenal dj mo
352943,7434562,africa_sub,ke,naivasha,2020-10-08,kzcgvj9cn5xh,swa,swa,lin,check your girlfriend m pesa balance mnaezalala njaa akiwa na k
354730,7436671,africa_sub,ke,kijabe,2020-10-08,kzf48n54cn44,eng,eng,lin,send money mpesa reversal loans and savings financial services lipa na mpesa my a
354905,7436898,africa_sub,ke,nyahururu,2020-10-08,sb1b5w16htyb,eng,fra,lin,self service customer options mpesa services bonga points bal
354927,7436923,africa_sub,ke,kisii,2020-10-08,kzbsp5s7613q,eng,fra,lin,self service customer options mpesa services bonga points balance check
354931,7436930,africa_sub,ke,kisii,2020-10-08,kzbsp5s7613q,eng,fra,lin,self service customer options mpesa services bonga points balance checking
355071,7437104,africa_sub,ke,naivasha,2020-10-08,kzcgvj9cn5xh,eng,eng,lin,send money mpesa reversal loans and savings financial services lipa na mpesa
355109,7437158,africa_sub,ke,karuri,2020-10-08,kzfkn0s44qx9,eng,eng,lin,send money mpesa reversal loans and savings lipa na mpesa
355205,7437279,africa_sub,ke,voi,2020-10-08,kz7kv856skyn,eng,eng,lin,manage my subscriptions unlock my mpesa pin mpesa reversal via
357725,7440428,africa_sub,ke,ngong,2020-10-08,kzf01zpwwfvg,eng,eng,lin,mpesa services customer self service credo double double
358634,7441606,africa_sub,ke,makueni,2020-10-09,kzdtzbrd5zdm,eng,eng,lin,redeeming mbonga points buy data services mpesa services
392132,7482682,africa_sub,ke,takaungu,2020-10-14,kzk74c3zh2bt,swa,swa,lin,show iko biee mbaya sana eldoret tuko locked kinoma sana
392417,7483045,africa_sub,ke,kabarnet,2020-10-14,sb16ve02equ0,swa,swa,lin,niko tunned sana bazenga acha nipitee na mbogi yangu ya annex campus printers taimoon mpesa na
401045,7493575,africa_sub,ke,kikuyu,2020-10-15,kzf0fk7y5r15,eng,eng,lin,inclusivity and equity from school of thoughts by kamwana
404603,7497955,africa_sub,ke,nairobi,2020-10-16,kzf0ty3h43rd,eng,eng,lin,tukikosa kuomoka si for the lack of trying
406679,7500501,africa_sub,ke,kajiado,2020-10-16,kzdjmp0ycz0b,swa,swa,lin,lingerie yangu huwa tshirt ya seng enge ni ngombe
409278,7503688,africa_sub,ke,ngong,2020-10-17,kzf01zpwwfvg,swa,lin,lin,bien yesu azali nzambe kati ya mokili mobimba na susan boke muniko wa kampala uganda sango nini ya to
412185,7507315,africa_sub,ke,othaya,2020-10-17,kzfkbbf4vmtt,eng,swa,lin,ukiskia beshte yake dem akisema mimi brayo akaeza taka nampea tuu run my sister run that s how we campaign for our ma
412732,7508006,africa_sub,ke,homa bay,2020-10-17,kzbmpcvwpnq7,swa,swa,lin,naeza walink na siz wangu akae akimpea daily
414514,7510345,africa_sub,ke,lugulu,2020-10-18,sb06hxskfymv,eng,eng,lin,embakasi east mp babu owino what did you speak in transnzoia yesterday
420400,7517435,africa_sub,ke,siaya,2020-10-19,sb02k4yms2b9,eng,swa,lin,breakfast show kali sana east africa butula tuned
426873,7525476,africa_sub,ke,lugulu,2020-10-20,sb06hxskfymv,swa,swa,lin,wake up vincent majoni emoro wa simakina mamaboyi wa simakina bruno kisembe chris nyonge
434005,7534294,africa_sub,ke,limuru,2020-10-21,kzf19zz8ncju,eng,swa,lin,top up airtime for safaricom airtel and telkom lines through mpesa paybill number lipa na mpesa p
434816,7535262,africa_sub,ke,mwingi,2020-10-21,kzg4dnp6cw54,eng,eng,lin,buy airtime to all networks through mpesa paybill number lipa na mpesa paybill accountno amount gt pin e
439930,7541346,africa_sub,ke,garissa,2020-10-22,kzujqky645kh,eng,eng,lin,assalamu aleykum ma brothers and sister s
444103,7546367,africa_sub,ke,nairobi,2020-10-22,kzf0ty3h43rd,swa,lin,lin,moto oyo alingaka makasi ye nde aboyaka makasi franco l makiadi he who loves intensely also hates inte
452849,7557006,africa_sub,ke,kangema,2020-10-24,kzfk15w73c2y,swa,swa,lin,mrng too mhesh naomba unitumie ya kachai aki
454680,7559273,africa_sub,ke,kinancha,2020-10-24,kzb978x4df8j,eng,eng,lin,divine service with pr tom okoyo oct via
456797,7561957,africa_sub,ke,athi river,2020-10-24,kzdrc843nhkm,swa,swa,lin,aki balance yangu ya m pesa inaniaffect inanichoke
458110,7563627,africa_sub,ke,nairobi,2020-10-24,kzf0ty3h43rd,eng,lin,lin,ba politiciens aventuriers baza ebele na congo
496386,7610967,africa_sub,ke,takaungu,2020-10-30,kzk74c3zh2bt,swa,swa,lin,naomba ngoma ya koffee na bunju banton pressure
503657,7619917,africa_sub,ke,machakos,2020-10-31,kzdx25bub2bd,swa,swa,lin,mpesa balance yako inaeza nunua nini sahi
504160,7620561,africa_sub,ke,kericho,2020-10-31,kzcjfvk810rg,eng,swa,lin,mbele iko sawa omwamiu ar on the right track
507224,7624520,africa_sub,ke,kijabe,2020-11-01,kzf48n54cn44,eng,eng,lin,loading airtime has been made easy by go to mpesa select lipa na mpesa select paybill enter bu
526918,7648904,africa_sub,ke,shimoni,2020-11-04,kzhj81qpf1pj,swa,swa,lin,mbogi ya ukunda tuko ndani akina joshua na caleb
527206,7649274,africa_sub,ke,ogembo,2020-11-04,kzbemyrgsvpq,swa,swa,lin,i thought ni kaadvert utafeature in ama nione tweet yako kwa billboard
528800,7651204,africa_sub,ke,sawasawa,2020-11-04,kzhnd6ygu2gr,swa,swa,lin,naeza tumie joe biden pesa through mpesa
539750,7664583,africa_sub,ke,ngong,2020-11-06,kzf01zpwwfvg,eng,lin,lin,franco luambo makiadi madilu system koffi olomide tshala muana papa wemba tabuley fally ipupa ferre gola bavon marie marie mbi
540694,7665718,africa_sub,ke,maragua,2020-11-06,kzf7scrsv2jd,eng,eng,lin,the easiest way to purchase airtime via mpesa go to lipa na mpesa weka paybill account number ni number yako
551055,7678351,africa_sub,ke,takaungu,2020-11-07,kzk74c3zh2bt,swa,swa,lin,pliz ateya mpe huyo kukhu atikinyi salamu zangu mwambie tunampenda na tunamuenzi san
567392,7698293,africa_sub,ke,mumias,2020-11-10,sb09bv4pxg6m,eng,swa,lin,show babu kubwa well tuned in busia border
570006,7701486,africa_sub,ke,butere,2020-11-10,sb090yhuh520,swa,swa,lin,kisumu tuko nawe sako kwa bako pande la raia
581277,7715399,africa_sub,ke,chuka,2020-11-12,kzfy0erfhw5v,eng,eng,lin,buy airtime to all networks through mpesa paybill number lipa na mpesa paybill accountno amount gt pin
584930,7720009,africa_sub,ke,athi river,2020-11-13,kzdrc843nhkm,swa,swa,lin,kinshasa drc congo tuko well locked in mbaya mbovu wapi hapa n
589410,7725513,africa_sub,ke,machakos,2020-11-13,kzdx25bub2bd,fra,fra,lin,marianne soki otiki ngaï vie na nga ekoti laisser aller chagri malheur bazwi facilement laisser passer yoko banz
592337,7729159,africa_sub,ke,kangema,2020-11-14,kzfk15w73c2y,eng,eng,lin,buy airtime to all networks through mpesa paybill number lipa na mpesa paybill accountno amount gt
596244,7734069,africa_sub,ke,mumias,2020-11-14,sb09bv4pxg6m,swa,swa,lin,wabusiaborder vincent ateya na mrembo jambo
607319,7747947,africa_sub,ke,bungoma,2020-11-16,sb0e4x4tjdq4,eng,eng,lin,tuned in from sang alo institute of science and technology bungoma main campus show iko poa sana
625518,7770252,africa_sub,ke,athi river,2020-11-19,kzdrc843nhkm,eng,eng,lin,load airtime at the comfort of your phone with mpesa paybill number mpesa gt lipa na mpesa gt pay bill gt business numb
627420,7772512,africa_sub,ke,makueni,2020-11-19,kzdtzbrd5zdm,eng,eng,lin,assalam aleykum mbote sango maalamu and we also need a channel dedicated to congolese rumba and
628941,7774362,africa_sub,ke,malikisi,2020-11-19,sb07z71p6ztf,swa,swa,lin,me to the mpesa lady natoa nipee ni kama unanipea change
631947,7778186,africa_sub,ke,keroka,2020-11-20,kzbge33uf016,swa,swa,lin,iko picha inamiss ya che guevara ikamilike
639101,7787045,africa_sub,ke,voi,2020-11-21,kz7kv856skyn,eng,lin,lin,malo malo bilenge bana nzambe maloo nostalgic music to listen and dance to
639185,7787155,africa_sub,ke,sotik,2020-11-21,kzbup5e5m97n,swa,swa,lin,oya si ushare na hawa ile greatness yako
641849,7790505,africa_sub,ke,nairobi,2020-11-21,kzf0ty3h43rd,eng,eng,lin,to top up your lines go to mpesa lipa na mpesa paybil no account no is your mobile numb
642686,7791598,africa_sub,ke,naivasha,2020-11-21,kzcgvj9cn5xh,swa,swa,lin,pesa imebaki nangoja uefa sasa ni redeem
649862,7800542,africa_sub,ke,kabarnet,2020-11-22,sb16ve02equ0,swa,swa,lin,bado niko present nicheze ngoma ya kalale collabo ya
657105,7809517,africa_sub,ke,lugulu,2020-11-24,sb06hxskfymv,eng,eng,lin,iko poa sana good morning tuned in from sang alo institute of science and technology bungoma main ca
668025,7822895,africa_sub,ke,wajir,2020-11-25,sbk3zy162ccd,swa,lin,lin,rhumba ya mwasi kitoko kasonge sana goteana macuzo
675726,7832398,africa_sub,ke,malindi,2020-11-26,kzkt8ykjd1c7,swa,swa,lin,kati ya shugaboy na clemmo unaeza date nani
679810,7837536,africa_sub,ke,bomet,2020-11-27,kzc5s3mhf8j6,swa,swa,lin,difference utaona kama ako na pesa mingi
682648,7841080,africa_sub,ke,mariakani,2020-11-27,kzk4404g0104,swa,swa,lin,siutumie tu mkate ya slice tu na ni bob aki
696732,7858606,africa_sub,ke,kericho,2020-11-30,kzcjfvk810rg,swa,eng,lin,morning to team twitter wko wapi misuko kwamboka
697969,7860129,africa_sub,ke,mwingi,2020-11-30,kzg4dnp6cw54,eng,eng,lin,buy credo to all networks via mpesa paybill no lipa na mpesa paybill accountno amount gt pin fast amp relia
699353,7861797,africa_sub,ke,taveta,2020-11-30,kz6u9t01t649,fra,lin,lin,tika motema mabe il va toucher du salaire de l actuel president
701775,7864861,africa_sub,ke,mombasa,2020-11-30,kzk0ywsrh372,eng,eng,lin,is it good for a christian to marry a kisii
702603,7865912,africa_sub,ke,ogembo,2020-11-30,kzbemyrgsvpq,swa,swa,lin,ololulunga narok request yangu ni ndaya by mpongo love iendee my dea
726394,7895153,africa_sub,ke,konza,2020-12-04,kzdqh97t8br7,swa,swa,lin,sasa hio si ni akili yako iko beyond repair
732704,7902956,africa_sub,ke,karuri,2020-12-05,kzfkn0s44qx9,swa,swa,lin,coz ya job kukosa mayutman wanatoa stress na tei mbaya sana embu iko locked
732912,7903234,africa_sub,ke,rongai,2020-12-05,kzcrpc9jje06,eng,lin,lin,diamond platnumz ft koffi olomide ishikilie number moko
735943,7907226,africa_sub,ke,mariakani,2020-12-05,kzk4404g0104,swa,lin,lin,kasi nkombo ya nzambe ezali ya makasi boboto ya yahwe ya nkembo bakolimbisa bango
739709,7912029,africa_sub,ke,machakos,2020-12-06,kzdx25bub2bd,swa,swa,lin,pesa ngapi to sleep there weekend wakili bwana
761628,7938783,africa_sub,ke,kitui,2020-12-09,kzg01p4ysdc5,swa,swa,lin,permanent mood mpaka next year na sitaki makasiriko
762341,7939661,africa_sub,ke,kiambu,2020-12-09,kzf1q5t5wve4,eng,swa,lin,m pesa has transactions daily customers businesses on lipa na m pesa supports mic
766012,7944181,africa_sub,ke,rumuruti,2020-12-10,sb1cx2dc2q72,swa,swa,lin,size ya matako ime compesate size ya akili
768563,7947383,africa_sub,ke,kiambu,2020-12-10,kzf1q5t5wve4,swa,swa,lin,naeza lipa na mpesa hapana enda hapo nje uwithdraw
780019,7961706,africa_sub,ke,webuye,2020-12-12,sb0ex0k26512,eng,eng,lin,now i can go see my girlfriend with ease pale ngumba
785296,7968410,africa_sub,ke,kinancha,2020-12-13,kzb978x4df8j,swa,eng,lin,msafara umengoa nanga let s do it as usual wadau wa rhumba oxygen moto yawabalakole rhumba therapy
788280,7972057,africa_sub,ke,athi river,2020-12-14,kzdrc843nhkm,eng,swa,lin,all i want for ismas jacob miller itanibamba sana ngong frequency iko biee sana
794343,7979629,africa_sub,ke,embu,2020-12-15,kzfsunym072w,eng,swa,lin,time love n tenderness nko salama kabisa
794893,7980357,africa_sub,ke,shimoni,2020-12-11,kzhj81qpf1pj,swa,swa,lin,masala kiboko na mamba wanayo mapafu pia
796275,7982148,africa_sub,ke,luanda,2020-12-15,sb01z008zjyq,eng,eng,lin,banaye wat happened and wats going on am lost
805778,7994222,africa_sub,ke,eldoret,2020-12-16,sb14fyh9c1xu,swa,swa,lin,mbona utumie mtu nudes za sister yako surely
812584,8002596,africa_sub,ke,thika,2020-12-17,kzf65echcfqw,eng,swa,lin,buy credo to all networks via m pesa conveniently mpesa gt lipa na mpesa gt paybill gt gt acc gt no sauti sol millicent omanga
814189,8004577,africa_sub,ke,litein,2020-12-17,kzch8tg9z4g9,eng,swa,lin,we thank god for mpesa lipa na mpesa ecitizen and others
815672,8006430,africa_sub,ke,lugulu,2020-12-18,sb06hxskfymv,swa,swa,lin,unaeza lima mtaro hours kweli boba la taka
818182,8009468,africa_sub,ke,kikuyu,2020-12-18,kzf0fk7y5r15,eng,lin,lin,if you thought you have seen it all tambola na mokili omona makambo
818648,8010039,africa_sub,ke,kijabe,2020-12-18,kzf48n54cn44,swa,lin,lin,franco kiss of juda baiser ya litama fabrice mbongo arzoni makambo ezali simarro pablo mahele faute ya commercąnt ferre
826164,8019353,africa_sub,ke,ngong,2020-12-19,kzf01zpwwfvg,eng,swa,lin,the gig is on guys sauti sol replaced by sauti ya solo
829425,8023463,africa_sub,ke,voi,2020-12-20,kz7kv856skyn,swa,swa,lin,boma na ngai faya tess live ndaniii ya rogaroga ya mabe kali tena sana yok
841022,8037812,africa_sub,ke,baringo,2020-12-22,sb1ddkyns0fz,swa,swa,lin,heri ukatie beste ya dem yako kuliko dem wa beste yako
848184,8046578,africa_sub,ke,machakos,2020-12-23,kzdx25bub2bd,eng,eng,lin,you can now buy airtime for any network with mpesa paybill number gt mpesa gt lipa na mpesa gt paybill gt business numb
849986,8048841,africa_sub,ke,konza,2020-12-23,kzdqh97t8br7,swa,swa,lin,pesa yenye iko na walhuke inaeza lipa health practitioners for yrs mwambie arengeshe
855658,8055867,africa_sub,ke,sawasawa,2020-12-24,kzhnd6ygu2gr,eng,eng,lin,nakoma mbanda na mama ya mobali ngai franco franco amp le tp ok jazz the intro guitar works by luambo is truly
855983,8056260,africa_sub,ke,kabarnet,2020-12-24,sb16ve02equ0,swa,swa,lin,kambi ya moto tricky si unajua designated space yako ya parking kando ya boma ya ng ombe
860988,8062752,africa_sub,ke,sawasawa,2020-12-25,kzhnd6ygu2gr,swa,fra,lin,mamie wapi biya biya to bota nayo bana vraiment ndenge na lingaki jean de dieu makise madilu multi system
499,8079438,africa_sub,ke,takaungu,2020-12-27,kzk74c3zh2bt,swa,swa,lin,hope matress yangu ya blue iko bado naeza lala kwa wall drop
8354,8089362,africa_sub,ke,sotik,2020-12-29,kzbup5e5m97n,eng,eng,lin,top up today via mpesa it s fast reliable and convinient go to mpesa menu lipa na mpesa paybill acc
18121,8101557,africa_sub,ke,karuri,2020-12-30,kzfkn0s44qx9,eng,eng,lin,gain gain gain deop handles we follow y all
19296,8103058,africa_sub,ke,namanga,2020-12-30,kzd1mpbc1v8c,swa,swa,lin,mpee twins wampatie adi inheritance yake
23503,8108369,africa_sub,ke,nandi hills,2020-12-31,sb108t5xxh5x,swa,swa,lin,first sign of your soulmateanatingiza mpesa yako kama kisiagi
32760,8119839,africa_sub,ke,kangema,2021-01-02,kzfk15w73c2y,swa,swa,lin,ololulunga narok areas huku tunasalimiana na kimaasai ama kikale we say supa in k
41885,8131129,africa_sub,ke,namanga,2021-01-03,kzd1mpbc1v8c,eng,lin,lin,candidat na biso ya mobutu is another belter
48706,8139490,africa_sub,ke,kiambu,2021-01-04,kzf1q5t5wve4,eng,eng,lin,as long as you do not dress kilingala we re cool
51328,8142779,africa_sub,ke,kangema,2021-01-05,kzfk15w73c2y,swa,swa,lin,lisaa la pili linabana kaa suruali boxer mpya
72791,8168996,africa_sub,ke,makueni,2021-01-08,kzdtzbrd5zdm,swa,lin,lin,de mi amor matata ya mwasi na mobali esila te na mokili
76853,8173890,africa_sub,ke,thika,2021-01-09,kzf65echcfqw,swa,swa,lin,ankol ako rada ya karibu tuanze weekend na styro
82055,8180208,africa_sub,ke,eldoret,2021-01-09,sb14fyh9c1xu,swa,swa,lin,wapi link ya channel yako pale telegram boss
90634,8190736,africa_sub,ke,nairobi,2021-01-11,kzf0ty3h43rd,eng,swa,lin,scratch cards ni outdated use electronic means avoid stress kibao go to lipa na mpesa weka paybill
117948,8224496,africa_sub,ke,kisii,2021-01-15,kzbsp5s7613q,swa,swa,lin,dj anatesa kuliko mateso ya mama kambo jamani
120086,8227125,africa_sub,ke,meru,2021-01-15,sb4b29pgk8ev,swa,swa,lin,mimi after kureverse pesa nimetuma na mpesa naeza ata kimbia
128084,8237122,africa_sub,ke,ngong,2021-01-17,kzf01zpwwfvg,eng,eng,lin,today we commemorate patrice lumumba who died fighting for a free democratic republic of the congo patrice lumumba
130988,8240799,africa_sub,ke,nairobi,2021-01-17,kzf0ty3h43rd,swa,swa,lin,mbogi ya chrome mko ume rada ati bado tukona grand prize ya milli kupeana nani ataomoka yako leo t amp cs a
134820,8245433,africa_sub,ke,nakuru,2021-01-18,kzcwksqvqnz5,swa,swa,lin,pia mpeane update ya liverpool vs manchester united ama mko na kiw
142198,8254623,africa_sub,ke,mumias,2021-01-19,sb09bv4pxg6m,swa,swa,lin,mbona uwe bazuu na mpesa yangu iko na dryspell
144618,8257540,africa_sub,ke,kisumu,2021-01-19,kzbxqvb1mwwh,swa,swa,lin,eeeh ule kijana ako na confidence ya crossbred ya jaluo na sudaness ako
146183,8259527,africa_sub,ke,kikuyu,2021-01-19,kzf0fk7y5r15,swa,swa,lin,mpesa ya madame hainanga hii option ya send money
148482,8262400,africa_sub,ke,kapsabet,2021-01-20,sb0cnsrj14xy,eng,eng,lin,wahi credo bila stress via paybill go to m pesa menu select lipa na m pesa paybill acc no your phone
149823,8264048,africa_sub,ke,maralal,2021-01-20,sb4n70hpunb5,swa,swa,lin,leo niko mjengo mbaya sana manze economy ni ngumu
160944,8277968,africa_sub,ke,mwingi,2021-01-22,kzg4dnp6cw54,eng,eng,lin,hope till the end the guy was amazing yesterday drcongo eloko y a makasi
168513,8287289,africa_sub,ke,athi river,2021-01-23,kzdrc843nhkm,eng,swa,lin,get credo to talk with family amp friends mpesa lipa na m pesa paybill a c yourno eas
172509,8292395,africa_sub,ke,naro moru,2021-01-23,kzfr43dtng54,swa,swa,lin,afasali nimpee hii yangu ya nyoka internal
185386,8308568,africa_sub,ke,garissa,2021-01-26,kzujqky645kh,eng,eng,lin,assalamu aleykum my brothers in the studio
186238,8309650,africa_sub,ke,webuye,2021-01-26,sb0ex0k26512,swa,swa,lin,yangu haitaki boy ako na balls ama madenge wako na boobz
195673,8321503,africa_sub,ke,oyugis,2021-01-27,kzbtjuzzkcpr,eng,swa,lin,best deal leo buy telkom credit above ksh via paybill amp get bonus mpesa lipa na mpesa paybill
197809,8324104,africa_sub,ke,migori,2021-01-28,kzb9bmcf5wcv,swa,lin,lin,cheza ya rose muhando mpe bwana utukufu t
207877,8336707,africa_sub,ke,kakamega,2021-01-29,sb09wg84t9nh,swa,swa,lin,bilimiya bilimiya bilimiya mambo yako mengi ni porojo na uongo
209494,8338700,africa_sub,ke,malikisi,2021-01-29,sb07z71p6ztf,swa,swa,lin,eti mateso ni ya mama kambo kweli hio imedonjo i
211926,8341652,africa_sub,ke,nyahururu,2021-01-30,sb1b5w16htyb,swa,swa,lin,kuna difference kati ya matako kubwa na matako mingi very important
231558,8366278,africa_sub,ke,kericho,2021-02-02,kzcjfvk810rg,swa,swa,lin,empty aje na mi naona sabuni ya green na yello
236043,8371834,africa_sub,ke,garissa,2021-02-02,kzujqky645kh,swa,swa,lin,tuanze debate ya trophies ama nikae na amani
239394,8376030,africa_sub,ke,nyeri,2021-02-03,kzfm8u4htrtw,swa,swa,lin,me to mpesa agent sipendi kutembea na cash mingi naeza toa chuani
249205,8388049,africa_sub,ke,taveta,2021-02-04,kz6u9t01t649,swa,lin,lin,strong tea na mitape ya lokassa ya mbongo
250778,8390055,africa_sub,ke,kericho,2021-02-05,kzcjfvk810rg,eng,eng,lin,top up conveniently with go m pesa lipa na mpesa pay bill acc no your no for more informationo
257932,8398754,africa_sub,ke,gazi,2021-02-06,kzhnfggp09wu,swa,swa,lin,mateso ni ya beberu mateso ni ya mama kambo
261362,8402974,africa_sub,ke,kangundo,2021-02-06,kzf89gm6yn3m,swa,swa,lin,yangu ni ya githurai inaeza lipua gadget yako
261855,8403617,africa_sub,ke,takaungu,2021-02-06,kzk74c3zh2bt,eng,eng,lin,congo when it sees dr congo making the list
265839,8408689,africa_sub,ke,kikuyu,2021-02-07,kzf0fk7y5r15,swa,swa,lin,mpesa trending today na mpesa yangu haina kitu
271286,8415552,africa_sub,ke,mariakani,2021-02-08,kzk4404g0104,swa,swa,lin,balance yangu ya mpesa haireflect vile naona life in years time
272293,8416797,africa_sub,ke,oyugis,2021-02-08,kzbtjuzzkcpr,swa,swa,lin,mbona upime samaki weight na iko na scales
273332,8418079,africa_sub,ke,kapsabet,2021-02-08,sb0cnsrj14xy,swa,swa,lin,kuna mluhya ametoa ngoma na beat ya kisiagi
273590,8418395,africa_sub,ke,bungoma,2021-02-08,sb0e4x4tjdq4,swa,swa,lin,unadanganya msee umempea pesa na unaka serious na hujampea shet
273610,8418417,africa_sub,ke,kericho,2021-02-08,kzcjfvk810rg,eng,eng,lin,buy airtime for all networks on mpesa lipa na mpesa paybill no acc no yourno easy reliable obado h
273619,8418429,africa_sub,ke,kericho,2021-02-08,kzcjfvk810rg,eng,eng,lin,buy airtime for all networks on mpesa lipa na mpesa paybill no acc no yourno easy reliable obado hon justin m
276590,8422189,africa_sub,ke,kipini,2021-02-09,kzscdkxxb81h,swa,swa,lin,unaeza impregnate mpesa balance yangu na k
277301,8423060,africa_sub,ke,machakos,2021-02-09,kzdx25bub2bd,swa,swa,lin,dem wa mpesa ameniambia ningoje mpesa iko na drey toka kwa mpesa ni withdraw pesa
278915,8425042,africa_sub,ke,takaungu,2021-02-09,kzk74c3zh2bt,eng,fra,lin,trending bongo mix bongo mix afrobeats kenya best of bongo amp nai via
287954,8436059,africa_sub,ke,nyeri,2021-02-10,kzfm8u4htrtw,swa,swa,lin,kuna morio amempea offer better kuliko yako
300244,8451203,africa_sub,ke,oyugis,2021-02-12,kzbtjuzzkcpr,eng,eng,lin,new paybill alert use the paybill number go to m pesa lipa na mpesa paybill no acc no your easy
307060,8459413,africa_sub,ke,bomet,2021-02-13,kzc5s3mhf8j6,eng,eng,lin,sir unampeleka out wapi kesho love is beautiful thing i see
